Number of planted biclusters: 52
Bicluster coverage: 12.922558922558922%
Missing values on dataset: 0.0%
Noise values on dataset: 2.5016835016835017%
Errors on dataset: 0.7037037037037037%


Bicluster #0 (75, 4)
Rows=[12,25,34,52,59,71,74,83,88,91,92,96,106,112,116,122,125,132,133,138,169,211,214,215,224,236,240,245,247,253,259,260,271,283,291,295,299,305,328,333,338,346,357,359,388,400,413,414,417,422,431,432,448,450,460,466,476,492,506,507,510,513,534,573,577,578,579,593,594,602,611,618,626,628,645], Columns=[43,73,77,142], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=6.67, %Errors=6, PlaidCoherency=Additive

X	y43	y73	y77	y142
x272	-100	-59.38	-5.23	3.31
x277	-85.08	-59.38	-5.23	3.31
x279	-85.08	-59.38	-5.23	3.31
x282	-85.08	97.9	-5.23	3.31
x284	-85.08	-59.38	92.83	3.31
x285	86.14	-8.76	-5.23	3.31
x313	-85.08	-5.5	-5.23	3.31
x322	-85.08	-59.38	-5.23	3.31
x326	-85.08	-59.38	-5.23	3.31
x337	-85.08	-59.38	-5.23	3.31
x349	-85.08	-59.38	-5.23	3.31
x363	-85.08	-59.38	-5.23	-97.82
x372	-100	-59.38	-5.23	3.31
x378	-100	-59.38	71.16	3.31
x382	-100	-59.38	-5.23	3.31
x383	-85.08	-59.38	-5.23	3.31
x384	-85.08	-59.38	-5.23	3.31
x387	-85.08	-59.38	-5.23	3.31
x399	-85.08	-30.13	-5.23	-97.94
x402	-85.08	-59.38	21.29	47.12
x403	-85.08	-59.38	85.97	3.31
x413	-76.24	-59.38	-5.23	3.31
x425	-85.08	75.64	-5.23	3.31
x434	-47.94	-59.38	-5.23	3.31
x460	-85.08	-59.38	9.7	3.31
x467	-72.7	-59.38	-5.23	3.31
x477	-85.08	-59.38	-5.23	3.31
x487	-85.08	-59.38	-5.23	3.31
x491	41.09	-100	-5.23	3.31
x493	-85.08	86.51	-5.23	3.31
x494	-85.08	-59.38	-84.12	-84.16
x497	-85.08	-59.38	60.19	3.31
x512	-85.08	-59.38	-5.23	3.31
x515	96.22	-59.38	-81.21	3.31
x518	-85.08	-59.38	-5.23	3.31
x540	72.19	-100	-5.23	3.31
x553	-85.08	-59.38	-5.23	3.31
x571	-85.08	-59.38	83.81	3.31
x577	-85.08	-59.38	-5.23	3.31
x599	-85.08	-59.38	-5.23	3.31
x609	-85.08	-59.38	-5.23	92.34
x642	-85.08	-8.1	-5.23	3.31
x643	-85.08	-59.38	-5.23	3.31
x647	-85.08	-100	-5.23	3.31
x657	-85.08	-43.88	-5.23	-8.6

Bicluster #31 (71, 4)
Rows=[0,7,10,14,28,39,54,59,67,74,81,88,96,99,100,105,107,110,119,124,138,147,150,168,174,178,181,185,206,207,228,239,240,248,272,276,277,286,288,301,310,315,321,336,344,348,351,355,406,410,413,432,447,487,515,516,517,525,534,541,581,593,594,606,607,617,619,621,630,650,659], Columns=[25,39,61,117], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=33.45, %Errors=7.04, PlaidCoherency=Additive

X	y25	y39	y61	y117
x0	100	67.76	23.84	66.64
x7	86.75	46.23	23.84	66.64
x10	5.31	-56.26	23.84	63.65
x14	86.75	71.78	23.84	12.02
x28	100	84.01	28.87	66.64
x39	93.72	-13.03	23.84	80.59
x54	86.75	-13.03	23.84	66.64
x59	86.75	-13.03	23.84	66.64
x67	100	59.25	23.84	66.64
x74	86.75	-13.03	23.84	66.64
x81	40.79	-13.03	23.84	74.95
x88	86.75	-13.03	23.84	66.64
x96	86.75	-13.03	23.84	66.64
x99	86.75	-52.13	23.84	66.64
x100	86.75	-48.85	71.86	66.64
x105	100	89.42	45.16	-84.26
x107	86.75	22.95	-58.52	-27.62
x110	86.75	69.63	23.84	66.64
x119	40.6	-13.03	23.84	66.64
x124	-96.83	-13.03	23.84	98.33
x138	86.75	-13.03	89.14	66.64
x147	100	-13.03	23.84	66.64
x150	28.05	-13.03	23.84	66.64
x168	100	-13.03	-92.23	66.64
x174	100	-13.03	-8.74	66.64
x178	86.75	-13.03	69.34	61.02
x181	86.75	-13.03	23.84	-48.23
x185	86.75	-86.3	-65.84	32.64
x206	86.75	-84.95	23.84	-2.95
x207	86.75	-62.99	23.84	66.64
x228	86.75	85.34	23.84	66.64
x239	86.75	-13.03	23.84	66.64
x240	59.81	-13.03	-13.37	66.64
x248	-51.89	40.59	-92.41	43.34
x272	86.75	38.04	23.84	100
x276	86.75	-13.03	5.17	66.64
x277	86.75	-13.03	23.84	66.64
x286	86.75	-13.03	33.8	100
x288	86.75	-13.03	100	1.25
x301	86.75	-50.57	23.84	66.64
x310	2.58	-13.03	100	66.64
x315	86.75	13.89	-78.47	66.64
x321	86.75	-66.52	23.84	66.64
x336	100	-13.03	-63.94	66.64
x344	86.75	-13.03	23.84	66.64
x348	86.75	-13.03	31.19	40.69
x351	6.79	91.7	23.84	-24.42
x355	86.75	-13.03	23.84	66.64
x406	86.75	18.47	-85.09	-11.73
x410	6.7	-13.03	23.84	66.64
x413	86.75	-13.03	23.84	-56.68
x432	53.86	-26.28	23.84	66.64
x447	86.75	71.72	56.54	66.64
x487	86.75	-13.03	27.22	77.97
x515	86.75	-13.03	23.84	18.64
x516	54.83	95.18	43.89	66.64
x517	86.75	-13.03	23.84	66.64
x525	100	-13.03	23.84	66.64
x534	-0.73	79.72	55.19	100
x541	61.04	-13.03	23.84	66.64
x581	86.75	83.27	23.84	66.64
x593	2.55	-13.03	23.84	-3.45
x594	86.75	-13.03	23.84	66.64
x606	87.37	-66.66	-4.66	66.64
x607	86.75	-13.03	60.09	37.55
x617	100	-13.03	35.21	14.36
x619	100	-13.03	95.99	31.68
x621	-4.46	-13.03	23.84	100
x630	86.75	-72.36	23.84	66.64
x650	100	7.87	23.84	66.64
x659	86.75	-13.03	23.84	-30.87

Bicluster #32 (75, 4)
Rows=[2,27,48,85,89,99,103,106,119,151,179,181,183,188,199,201,209,210,215,218,219,220,226,234,236,275,298,302,304,309,315,319,322,333,351,356,357,358,361,367,385,402,403,415,419,429,442,443,447,453,454,475,492,504,522,523,527,528,532,533,534,544,545,548,553,557,574,581,615,620,625,636,652,656,658], Columns=[107,133,135,156], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=24, %Errors=2.33, PlaidCoherency=Additive

X	y107	y133	y135	y156
x2	-49.18	-19.2	-4.28	-51.5
x27	-12.28	-19.2	-4.28	-51.5
x48	75.37	-19.2	-4.28	-51.5
x85	-12.28	51.8	-4.28	-51.5
x89	84.3	-19.2	-4.28	-51.5
x99	69.76	-19.2	-4.28	-51.5
x103	-12.28	-19.2	-4.28	-51.5
x106	-12.28	-19.2	-4.28	-6.36
x119	-12.28	-19.2	-4.28	-51.5
x151	-12.28	-91.83	-4.28	-51.5
x179	-12.28	-19.2	45.35	-51.5
x181	-12.28	-19.2	-4.28	-51.5
x183	-12.28	-19.2	-92.64	-51.5
x188	-12.28	-19.2	-4.28	-51.5
x199	72.95	-19.2	-4.28	-51.5
x201	-12.28	-28.13	-28.84	-51.5
x209	38.29	-19.2	-4.28	-11.62
x210	79.76	-19.2	-4.28	-51.5
x215	-12.28	-19.2	-4.28	-100
x218	-12.28	-19.2	-4.28	-51.5
x219	-12.28	-19.2	-4.28	-51.5
x220	-28.43	-19.2	-43.79	-100
x226	-12.28	-39.79	-4.28	-51.5
x234	-98.84	-19.2	-4.28	-100
x236	40.63	-19.2	-4.28	-51.5
x275	-12.28	-19.2	-4.28	29.62
x298	-97.15	-19.2	-4.28	-51.5
x302	-12.28	27.11	-4.28	-51.5
x304	-12.28	-19.2	-4.28	-51.5
x309	10.62	-19.2	-4.28	-2.53
x315	33.1	-19.2	-4.28	-51.5
x319	69.75	-50.14	-58.38	-51.5
x322	-1.75	39.28	70.45	-51.5
x333	-12.28	52.71	-4.28	-49.92
x351	-12.28	-25.78	-4.28	-51.5
x356	-12.28	-19.2	-4.28	-52.26
x357	-69.09	-100	-4.28	-51.5
x358	-12.28	-19.2	-4.28	-51.5
x361	2.03	-19.2	-4.28	-23.21
x367	-12.28	-19.2	-4.28	-51.5
x385	-12.28	48.49	-4.28	-51.5
x402	-12.28	-4.54	-4.28	-51.5
x403	-12.28	-19.2	-75.21	-100
x415	-12.28	-19.2	-4.28	-51.5
x419	-12.28	-97.58	-4.28	-51.5
x429	-12.28	-19.2	26.59	-51.5
x442	-12.28	-35.63	-4.28	-51.5
x443	-12.28	84.76	74.2	51.8
x447	-12.28	-19.2	93.77	-51.5
x453	-12.28	-19.2	-52.99	-51.5
x454	-12.28	-19.2	-45.93	-63.86
x475	-12.28	37.11	-4.28	-51.5
x492	-12.28	-19.2	47.27	-51.5
x504	62.55	-19.2	-4.28	80.94
x522	-12.28	-19.2	-4.28	-51.5
x523	-12.28	-19.2	-4.28	-51.5
x527	-20.12	-19.2	69.58	-65.51
x528	-12.28	-19.2	-4.28	-32.63
x532	-12.28	-19.2	-4.28	-100
x533	-12.28	-19.2	-4.28	-51.5
x534	-12.28	-19.2	-4.28	-51.5
x544	-12.28	-59.61	-4.28	-51.5
x545	-12.28	-19.2	-4.28	-51.5
x548	-12.28	-12.92	-4.28	-51.5
x553	-12.28	-19.2	58.19	-43.44
x557	-12.28	-19.2	-4.28	-51.5
x574	-12.28	49.95	-4.28	-93.77
x581	-12.28	-26.46	-4.28	13.51
x615	-12.28	-19.2	-4.28	-51.5
x620	-12.28	-19.2	-38.71	-51.5
x625	-12.28	-19.2	-46.96	-51.5
x636	-12.28	-19.2	-4.28	-51.5
x652	-28.15	-19.2	-4.28	-51.5
x656	98.61	-19.2	-4.28	-51.5
x658	-12.28	-19.2	-4.28	-11.99

Bicluster #33 (72, 4)
Rows=[0,5,9,14,22,23,24,30,36,49,71,73,78,88,89,118,119,133,134,136,137,139,142,147,155,158,159,180,184,190,195,205,208,214,267,268,271,288,289,291,296,306,310,314,323,329,330,341,352,359,373,378,386,387,410,415,432,435,463,475,481,482,495,506,530,539,545,567,610,643,646,649], Columns=[56,93,105,128], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=12.5, %Errors=5.56, PlaidCoherency=Additive

X	y56	y93	y105	y128
x0	-85.66	2.49	35.84	-99.29
x5	-48.06	2.49	35.84	-99.29
x9	-48.06	2.49	59.09	-99.29
x14	-48.06	2.49	35.84	-99.29
x22	-48.06	2.49	35.84	-85.16
x23	-48.06	2.49	35.84	-99.29
x24	-48.06	2.49	35.84	-99.29
x30	-48.06	2.49	35.84	-99.29
x36	-48.06	2.49	35.84	-99.29
x49	-48.06	2.49	35.84	-99.29
x71	97.54	2.49	-86.71	-99.29
x73	-48.06	2.49	35.84	-86.85
x78	-48.06	-0.75	35.84	-99.29
x88	-48.06	2.49	-82.23	-99.29
x89	-48.06	2.49	35.84	-99.29
x118	-48.06	2.49	-19.08	-99.29
x119	-48.06	2.49	35.84	-99.29
x133	-48.06	2.49	35.84	-100
x134	-48.06	99.62	35.84	-99.29
x136	-48.06	2.49	35.84	-99.29
x137	-48.06	3.72	35.84	-99.29
x139	-48.06	2.49	35.84	-99.29
x142	-100	2.49	39.08	-99.29
x147	-48.06	38.61	35.84	-99.29
x155	-48.06	2.49	-43.61	-100
x158	-92.15	-60.6	35.84	-99.29
x159	80.45	2.49	35.84	-99.29
x180	-48.06	2.49	44.22	-99.29
x184	-48.06	-22.66	35.84	-17.82
x190	-48.06	2.49	35.84	-99.29
x195	-48.06	2.49	35.84	-99.29
x205	-48.06	2.49	-12.69	-99.29
x208	-48.06	2.49	56.89	-99.29
x214	-48.06	2.49	35.84	-99.29
x267	-48.06	2.49	35.84	-85.34
x268	-48.06	2.49	35.84	-99.29
x271	-48.06	2.49	35.84	-99.29
x288	-48.06	2.49	35.84	-100
x289	-48.06	4.83	35.84	-99.29
x291	-0.14	2.49	35.84	-99.29
x296	-48.06	-92.22	35.84	-99.29
x306	-48.06	2.49	35.84	-99.29
x310	-48.06	2.49	35.84	-99.29
x314	-59.3	-92.65	35.84	-99.29
x323	-48.06	2.49	35.84	-99.29
x329	-48.06	2.49	-85.1	-99.29
x330	-31.19	95.35	35.84	-99.29
x341	-48.06	2.49	35.84	-99.29
x352	-48.06	2.49	-71.02	25.77
x359	-48.06	2.49	35.04	-99.29
x373	-48.06	2.49	35.84	-99.29
x378	-48.06	2.49	35.84	-99.29
x386	49.26	2.49	35.84	-99.29
x387	-48.06	2.49	35.84	89.97
x410	-48.06	2.49	35.84	-99.29
x415	-48.06	2.49	35.84	-99.29
x432	-48.06	2.49	35.84	-99.29
x435	-48.06	2.49	35.84	-99.29
x463	-48.06	2.49	35.84	-99.29
x475	-48.06	2.49	52.71	-81.8
x481	-37.59	2.49	35.84	-99.29
x482	-48.06	-77	35.84	-99.29
x495	-48.06	2.49	35.84	-99.29
x506	-48.06	2.49	35.84	-99.29
x530	-48.06	2.49	35.84	-99.29
x539	96.76	2.49	100	-99.29
x545	-48.06	2.49	35.84	61.39
x567	-48.06	2.49	35.84	-99.29
x610	-25.37	-94.35	35.84	-99.29
x643	-48.06	2.49	35.84	-100
x646	-48.06	2.49	35.84	-99.29
x649	-48.06	22.77	35.84	-62.7

Bicluster #34 (73, 4)
Rows=[1,31,38,40,49,56,70,72,89,91,116,122,125,135,155,156,163,200,205,207,236,241,250,268,283,284,286,295,300,309,315,319,332,343,351,355,367,369,370,384,391,411,418,420,423,428,459,460,463,471,474,487,489,492,508,528,529,533,544,552,561,564,568,578,582,596,610,614,618,620,627,636,646], Columns=[51,58,79,138], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=22.95, %Errors=1.37, PlaidCoherency=Additive

X	y51	y58	y79	y138
x1	-57.17	13.15	-100	-8.95
x31	-72.81	13.15	-94.52	-8.95
x38	-72.81	13.15	-94.52	-8.95
x40	-38.11	27.74	-94.52	-8.95
x49	-87.81	57.09	-94.52	-8.95
x56	-72.81	13.15	-94.52	-8.95
x70	-72.81	24.25	-33.55	-8.95
x72	-72.81	13.15	-100	-8.95
x89	-72.81	13.15	-94.52	-8.95
x91	78.28	13.15	-100	-8.95
x116	-72.81	13.15	-42.1	41.89
x122	-71.84	13.15	-94.52	-48.39
x125	-72.81	46.68	-94.52	40.41
x135	-72.81	7.11	-88.88	-8.95
x155	-72.81	13.15	-94.52	-8.95
x156	-72.81	44.33	-94.52	66.28
x163	-1.82	13.15	-94.52	-8.95
x200	-47.72	13.15	-94.52	-8.95
x205	-72.81	-13.85	47.47	-8.95
x207	-84.43	-48.64	-94.52	-8.95
x236	-72.81	13.15	-94.52	-8.95
x241	-72.81	13.15	-94.52	-8.95
x250	-72.81	13.15	-94.52	-60.38
x268	-72.81	13.15	-100	-34.85
x283	-72.81	13.15	-65.71	-8.95
x284	-72.81	13.15	-94.52	-8.95
x286	-72.81	38.46	-94.52	-53.4
x295	-72.81	13.15	-39.79	34.91
x300	-100	13.15	-94.52	-8.95
x309	-72.81	78.58	-87	88.86
x315	-72.81	13.15	-37.49	-8.95
x319	-72.81	28.52	-94.52	-8.95
x332	-91.48	13.15	-94.52	46.34
x343	-72.81	13.15	-94.52	-37.7
x351	-72.81	13.15	-94.52	-8.95
x355	-72.81	13.15	-100	-8.95
x367	-72.81	13.15	-94.52	-8.95
x369	-72.81	13.15	-36.41	-8.95
x370	-100	13.15	-94.52	-8.95
x384	-100	-72.54	-94.52	-8.95
x391	-72.81	13.15	-94.52	-8.95
x411	-67.65	13.15	-0.87	-8.95
x418	-72.81	13.15	-94.52	-8.95
x420	-72.81	11.62	-94.52	-8.95
x423	-72.81	-40.26	-94.52	-8.95
x428	-72.81	13.15	-94.52	-8.95
x459	-72.81	-58.9	-94.52	-8.95
x460	-72.81	13.15	-94.52	-8.95
x463	-100	13.15	-94.52	-8.95
x471	-72.81	-72.84	-94.52	-8.95
x474	-72.81	13.15	-94.52	-8.95
x487	-72.81	13.15	-94.52	-8.95
x489	-72.81	-48.35	-94.52	-8.95
x492	-47.05	13.15	-94.52	-8.95
x508	-72.81	-26.28	-94.52	-8.95
x528	-72.81	13.15	-94.52	-8.95
x529	-72.81	13.15	-94.52	-8.95
x533	-72.81	-44.91	-94.52	-8.95
x544	-72.81	13.15	-94.52	-8.95
x552	-72.81	13.15	-94.52	-8.95
x561	-24.37	13.15	-23.86	-8.95
x564	-68.99	13.15	-94.52	-8.95
x568	-18.58	13.15	-94.52	-8.95
x578	-72.81	13.15	-13.47	-8.95
x582	-72.81	-39.4	-94.52	-8.95
x596	-72.81	13.15	-94.52	-8.95
x610	-100	13.15	-94.52	-8.95
x614	-72.81	38.05	-79.97	-8.95
x618	-72.81	13.15	-94.52	54.58
x620	-72.81	16.94	-94.52	-8.95
x627	-72.81	13.15	-94.52	-8.95
x636	-72.81	13.15	-94.52	-8.95
x646	-72.81	13.15	-94.52	-8.95

Bicluster #35 (78, 4)
Rows=[4,10,12,18,19,23,46,62,66,70,74,89,96,108,140,156,161,166,167,181,191,192,195,220,222,223,258,260,280,294,296,300,303,307,309,312,313,319,331,332,347,352,358,359,365,368,409,417,424,434,439,441,455,469,471,473,476,486,496,500,502,503,516,517,527,552,562,570,582,593,601,605,612,627,642,646,647,655], Columns=[23,26,48,86], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=15.38, %Errors=8.97, PlaidCoherency=Additive

X	y23	y26	y48	y86
x4	-78.73	-8.34	-60.43	-32.8
x10	-6.8	-99.37	-60.43	-32.8
x12	88.79	27.02	-60.43	-32.8
x18	88.79	-8.34	-60.43	-78.34
x19	88.79	82.8	-100	61.7
x23	100	-8.34	-60.43	-32.8
x46	-36.1	-8.34	-100	-32.8
x62	81.53	-8.34	-60.43	-32.8
x66	88.79	-8.34	-60.43	-32.8
x70	88.79	-8.34	-60.43	-32.8
x74	88.79	-8.34	-60.43	-32.8
x89	0.75	-8.34	-60.43	-32.8
x96	88.79	-8.34	-60.43	-32.8
x108	-87.06	-8.34	-60.43	-32.8
x140	88.79	-8.34	-60.43	-32.8
x156	88.79	-8.34	-60.43	-32.8
x161	88.79	-8.34	87.49	-32.8
x166	88.79	-8.34	-60.43	-32.8
x167	88.79	-8.34	-60.43	-32.8
x181	88.79	-8.34	-60.43	-32.8
x191	88.79	-8.34	-38.48	-32.8
x192	88.79	-8.34	-54.97	-32.8
x195	-41.31	-8.34	34.31	34.31
x220	88.79	-8.34	-60.43	-32.8
x222	100	-8.34	65.5	72.86
x223	88.79	99.4	-60.43	-32.8
x258	88.79	-8.34	-60.43	-32.8
x260	88.79	-8.34	-60.43	-32.8
x280	82.29	-8.34	-60.43	6.97
x294	88.79	27.79	-60.72	-32.8
x296	55.39	-8.34	-100	-20.78
x300	-26.13	-8.34	-60.43	-32.8
x303	88.79	44.43	-60.43	-32.8
x307	88.79	-8.34	88.41	33.51
x309	88.79	-30.48	-100	32.64
x312	88.79	-8.34	-60.43	-71.49
x313	88.79	-8.34	-60.43	-32.8
x319	88.79	82.61	-60.43	-32.8
x331	88.79	-36.56	25.53	-32.8
x332	88.79	-8.34	-60.43	79.11
x347	88.79	-8.34	-60.43	-32.8
x352	88.79	-8.34	-60.43	-12.86
x358	88.79	-8.34	-60.43	-32.8
x359	88.79	-8.34	-60.43	-32.8
x365	88.79	-8.34	-60.43	-32.8
x368	88.79	-8.34	-60.43	-32.8
x409	88.79	-8.34	-60.43	-32.8
x417	88.79	-8.34	-60.43	-32.8
x424	88.79	-8.34	-60.43	-94.44
x434	88.79	-8.34	82.21	4.35
x439	88.79	-8.34	-60.43	67.04
x441	88.79	-8.34	-60.43	-32.8
x455	88.79	-63.92	25.61	60.73
x469	88.79	-8.34	-60.43	-32.8
x471	29.31	-8.34	-1.52	-32.8
x473	-55.75	97.49	-60.43	-100
x476	100	-8.34	-65.52	-32.8
x486	88.79	-8.34	-60.43	-32.8
x496	88.79	43.23	-60.43	-32.8
x500	88.79	-8.34	-44.93	-32.8
x502	88.79	-8.34	-60.43	-32.8
x503	88.79	-8.34	-60.43	-32.8
x516	88.79	-8.34	-60.43	-32.8
x517	-32.39	-8.34	-60.43	16.77
x527	40.13	-84.96	-60.43	-32.8
x552	98.31	-8.34	-60.43	-32.8
x562	88.79	-8.34	-60.43	-32.8
x570	88.79	-8.34	87.66	-32.8
x582	88.79	-8.34	-60.43	-32.8
x593	88.79	-8.34	-60.43	83.05
x601	88.79	-8.34	-60.43	4.31
x605	88.79	69.65	-17.59	61.51
x612	88.79	-8.34	-6.14	-32.8
x627	88.79	-8.34	-60.43	75.23
x642	100	-8.34	-60.43	-32.8
x646	88.79	-8.34	-60.43	-32.8
x647	88.79	-8.34	-60.43	-33.37
x655	-62.59	-8.34	-60.43	-32.8

Bicluster #36 (73, 4)
Rows=[3,6,7,8,14,19,20,31,36,42,43,47,92,107,108,125,131,132,146,148,160,174,178,183,186,222,231,240,246,251,254,255,275,278,295,314,325,326,327,335,337,345,348,356,362,369,381,390,394,396,412,415,426,442,458,463,469,471,474,497,506,531,538,559,561,577,585,586,599,611,615,636,637], Columns=[82,110,119,166], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=21.58, %Errors=4.11, PlaidCoherency=Additive

X	y82	y110	y119	y166
x3	-52.26	91.31	42.75	-100
x6	-95.05	13.27	-56.53	-93.12
x7	-52.26	93.26	42.75	-100
x8	-52.26	13.27	42.75	-100
x14	-52.26	13.27	42.75	-93.12
x19	-52.26	13.27	17.77	-93.12
x20	-52.26	-86.6	42.75	-93.12
x31	49.41	13.27	42.75	-93.12
x36	-52.26	63.85	42.75	72.07
x42	-52.26	2.81	42.75	-93.12
x43	-52.26	50.47	42.75	-93.12
x47	-31.8	13.27	42.75	-93.12
x92	-52.26	13.27	42.75	-93.12
x107	-52.26	13.27	42.75	-93.12
x108	-52.26	13.27	42.75	-100
x125	-52.26	73.43	42.75	-93.12
x131	-52.26	100	42.75	-93.12
x132	-52.26	13.27	42.75	-93.12
x146	-52.26	13.27	42.75	-93.12
x148	-43.93	13.27	42.75	-100
x160	-44.64	13.27	42.75	-93.12
x174	-52.26	13.27	42.75	-100
x178	-52.26	13.27	100	-93.12
x183	-52.26	13.27	-51.63	-93.12
x186	-52.26	-70.33	42.75	-93.12
x222	-87.89	13.27	100	-93.12
x231	-52.26	13.27	42.75	-93.12
x240	-52.26	-82.84	42.75	-93.12
x246	-52.26	13.27	42.75	-93.12
x251	-52.26	13.27	42.75	-93.12
x254	-52.26	-87.35	84.74	-93.12
x255	-52.26	13.27	42.75	-93.12
x275	3.03	13.27	42.75	-100
x278	-52.26	61.71	62.73	-93.12
x295	-32.55	13.27	42.75	-93.12
x314	-52.26	13.27	42.75	-63.14
x325	-52.26	13.27	42.75	-93.12
x326	-55.41	13.27	42.75	-93.12
x327	-52.26	13.27	6.66	-93.12
x335	-52.26	61.35	3.24	-100
x337	-52.26	13.27	42.75	-93.12
x345	-52.26	13.27	42.75	-93.12
x348	-15.86	13.27	51.64	-93.12
x356	-52.26	13.27	42.75	-93.12
x362	-52.26	13.27	42.75	-93.12
x369	-52.26	100	42.75	-93.12
x381	-90.14	67.19	-44.91	-100
x390	-52.26	13.27	93.99	-93.12
x394	55.5	13.27	43.11	-93.12
x396	37.43	13.27	42.75	-93.12
x412	-52.26	13.27	42.75	-71.03
x415	-32.21	5.68	42.75	-93.12
x426	-52.26	13.27	42.75	-93.12
x442	-52.26	13.27	40.58	-93.12
x458	-52.26	37.8	42.75	-93.12
x463	-52.26	-26.5	-39.93	-93.12
x469	-52.26	13.27	42.75	-93.12
x471	-52.26	-72.78	42.75	-93.12
x474	-52.26	13.27	38.01	-93.36
x497	26.54	13.27	100	-93.12
x506	-52.26	13.27	-3.15	-93.12
x531	94.6	13.27	42.75	-93.12
x538	40.25	13.27	23.21	-93.12
x559	-52.26	52.66	42.75	-93.12
x561	-52.26	13.27	42.75	-93.12
x577	-52.26	13.27	42.75	-93.12
x585	-52.26	13.27	-16.76	-93.12
x586	-52.26	13.27	42.75	-100
x599	-52.26	13.27	42.75	-93.12
x611	-52.26	13.27	42.75	-93.12
x615	-52.26	-71.94	42.75	-93.12
x636	-52.26	-97.04	42.75	-93.12
x637	-52.26	-92.61	16.92	-93.12

Bicluster #37 (73, 4)
Rows=[8,9,20,37,41,45,46,49,56,70,71,81,97,99,105,106,127,129,136,148,151,156,165,174,180,186,191,198,200,203,227,230,234,261,263,266,288,314,334,346,362,363,367,373,377,383,401,410,414,434,443,473,478,479,486,489,494,500,520,528,529,536,537,554,569,571,594,600,601,623,639,640,643], Columns=[36,89,168,172], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=6.85, %Errors=6.51, PlaidCoherency=Additive

X	y36	y89	y168	y172
x8	44.33	12.97	31.1	-84.75
x9	44.33	12.97	31.1	-84.75
x20	-58.37	12.97	31.1	-84.75
x37	44.33	36.01	-96.63	-84.75
x41	44.33	12.97	31.1	-84.75
x45	44.33	12.97	31.1	95.85
x46	44.33	12.97	-94.65	-84.75
x49	44.33	12.97	31.1	-84.75
x56	44.33	12.97	31.1	-84.75
x70	44.33	12.97	31.1	-84.75
x71	44.33	12.97	31.1	-84.75
x81	44.33	-82.8	31.1	-84.75
x97	44.33	12.97	31.1	-84.75
x99	-48.4	12.97	31.1	-84.75
x105	44.33	12.97	31.1	-84.75
x106	44.33	12.97	-76.48	-84.75
x127	44.33	12.97	31.1	-84.75
x129	44.33	12.97	31.1	-84.75
x136	-93.73	3.43	31.1	-92.47
x148	44.33	12.97	31.1	-84.75
x151	44.33	12.97	31.1	-84.75
x156	44.33	33.54	31.1	-84.75
x165	44.33	-8.41	31.1	-84.75
x174	44.33	12.97	31.1	-84.75
x180	44.33	-65.97	-88.3	-84.75
x186	44.33	12.97	31.1	-84.75
x191	44.33	12.97	31.1	-84.75
x198	44.33	100	31.1	83.01
x200	44.33	12.97	31.1	-84.75
x203	44.33	12.97	31.1	-84.75
x227	44.33	50.7	31.1	-84.75
x230	44.33	12.97	31.1	-84.75
x234	44.33	12.97	31.1	-84.75
x261	44.33	12.97	31.1	-84.75
x263	44.33	12.97	31.1	87.78
x266	44.33	12.97	2.99	-84.75
x288	44.33	12.97	31.1	-84.75
x314	44.33	12.97	31.1	-84.75
x334	44.33	12.97	31.1	-84.75
x346	44.33	12.97	31.1	-84.75
x362	44.33	12.97	31.1	-84.75
x363	44.33	12.97	31.1	-84.75
x367	44.33	-64.76	31.1	-84.75
x373	44.33	12.97	-75.74	-84.75
x377	44.33	12.97	31.1	-84.75
x383	44.33	12.97	31.1	-84.75
x401	44.33	12.97	31.1	29.81
x410	44.33	12.97	31.1	-84.75
x414	44.33	12.97	31.1	-84.75
x434	44.33	-84.62	31.1	-84.75
x443	-33.31	14.15	31.1	-84.75
x473	44.33	12.97	31.1	-84.75
x478	100	12.97	31.1	-84.75
x479	44.33	12.97	31.1	-84.75
x486	44.33	12.97	31.1	-84.75
x489	44.33	12.97	31.1	-84.75
x494	-44.07	12.59	31.1	-84.75
x500	44.33	12.97	25.28	-84.75
x520	44.33	12.97	31.1	-84.75
x528	44.33	12.97	31.1	-84.75
x529	44.33	12.97	31.1	-84.75
x536	44.33	12.97	31.1	-84.75
x537	44.33	12.97	31.1	-55.95
x554	44.33	12.97	31.1	-84.75
x569	44.33	12.97	31.1	-84.75
x571	44.33	12.97	31.1	-100
x594	-68.96	12.97	31.1	-84.75
x600	-98.75	12.97	31.1	71.94
x601	44.33	12.97	31.1	-84.75
x623	100	12.97	31.1	-84.75
x639	35.45	-94.25	31.1	-84.75
x640	-45.99	12.97	31.1	-84.75
x643	44.33	12.97	31.1	-84.75

Bicluster #38 (75, 4)
