X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99	y100	y101	y102	y103	y104	y105	y106	y107	y108	y109	y110	y111	y112	y113	y114	y115	y116	y117	y118	y119	y120	y121	y122	y123	y124	y125	y126	y127	y128	y129	y130	y131	y132	y133	y134	y135	y136	y137	y138	y139	y140	y141	y142	y143	y144	y145	y146	y147	y148	y149	y150	y151	y152	y153	y154	y155	y156	y157	y158	y159	y160	y161	y162	y163	y164	y165	y166	y167	y168	y169	y170	y171	y172	y173	y174	y175	y176	y177	y178	y179
x87	-39.73	-18.06	-6.92	-43.91	-17.87	-30.7	-71.48	23.95	53.01	-18.82	17.74	6.77	-39.52	-33.82	-2.03	-67.12	10.96	-24.93	51.56	8.97	37.08	-63.11	-16.82	61.93	-35.43	4.33	-32.63	-100	-34.69	47.37	-24.83	-41.65	-45.42	25.34	41.83	47.91	15.93	-82.11	40.22	100	-11.32	69.11	-45.83	-85.06	22.46	5.63	-17.45	-58.23	-19.59	-26.32	29.78	-11.55	-37.43	-12.84	1.62	100	39.4	49.91	-3.23	19.67	60.05	-38.32	-56.41	12.05	-2.39	-18.55	39.86	75.89	-6.44	89.38	-30.84	35	-30.42	-68.74	55.69	-27.91	10.83	17.51	-5.58	31.51	19.1	3.4	-15.34	-73.95	-57.89	-30.52	-46.81	-32.04	-48.96	-13.06	21.34	-87.73	84.25	26.04	3.25	-60.38	37.57	-76.38	-62.2	21.29	-61.43	-3.32	-47.84	-39.59	19.23	64.31	-55.22	-27.36	7.76	12.29	44.48	-95.71	-41.8	-15.55	32.52	29.53	-50.74	1.52	-41.95	36.91	35.05	10.45	6.49	-29.71	8.65	-27.78	49.74	-33.93	39.02	26.26	-25.66	-52.89	-2.75	-2.45	0.55	-63	-19.99	-82.2	-12.75	10.38	100	36.9	30.7	64.67	-57.68	64.32	-14.05	-9.5	-2.4	55.74	0.39	13.79	-50.79	-12.21	-29.45	6.54	75.56	-55.45	36.01	-20.76	-59.49	72.39	29.1	0.99	-9.78	-59.73	-0.06	92.24	-58.96	21.05	16.04	-9.69	5.75	14.83	56.68	17.13	-7.96	-68.47	-56.1	100
x88	47.22	-27.69	-39.1	-59.74	25.74	50.99	-43.65	31.65	85.62	46.54	-99.08	72.67	9.81	-41.53	-41.74	6.76	89.14	46.39	-41.87	-0.27	58.87	-30.72	84.38	19.85	24.79	86.75	-22.36	80.41	-87.9	-51.82	-13.11	31.62	-76.4	54.45	-59.02	-6.93	-1.6	4.8	-27.6	-13.03	-21.08	-76.14	-16.53	8.04	0.76	68.82	-31.1	18.97	64.85	-42.4	-1.71	-20.1	90.34	52.36	-19.51	30.7	-48.06	42.36	16.81	49.25	6.98	23.84	18.48	45.14	17.75	100	-51.66	-29.33	45.85	-5.64	-38.64	22.72	50.16	-5.95	80.4	39.87	-68.66	-11.54	87.16	3.43	19.15	14.21	-60.66	-39.27	-23.67	-7.2	0.38	-4.55	-28.86	8.18	9.74	-33.62	-67.53	2.49	7.2	-40.07	-30.21	4.49	-24.67	36.9	20.36	-48.27	-88.51	-19.65	-6.06	-82.23	-0.32	3.36	-39.24	-16.79	59.11	-63.06	-59.44	-9.59	-1.11	36.35	-2.24	66.64	-16.15	32	-27.06	-87.48	9.9	-6.95	0.64	46.06	-16.21	-2.4	-99.29	9.1	70.69	0.75	-27.98	-2.87	32.89	-13.22	11.8	29	-5.93	57.47	-25.96	-21.89	0.87	6.9	11.69	59.12	-5.15	2.05	59.18	-14.21	30.75	-79.51	-89.58	1.96	25.08	7.22	-0.59	-53.9	-11.67	-32.11	-8.87	3.26	-16.91	49.91	20.62	-3.63	-15.67	-12.44	-40.06	55.14	-46.08	-2.15	38.6	41.76	-30.52	37.02	8.69	-29.09	-79.6	-42.33
x89	-12.19	-7.41	-1.37	-6.29	-6.92	9.48	26.61	47.71	-31.29	-59.35	-27.88	-79.47	10.41	62.75	40.95	36.04	19.17	-15.94	16.7	-25.48	21.85	57.02	3.01	0.75	15.76	-12.72	-8.34	-4.92	9.62	-50.57	-100	-17.29	9.14	-19.4	12.24	-19.63	-40.55	-12.04	20.68	-67.86	-19.48	-2.67	18.59	-11.68	-14.8	30.03	-14.2	7.87	-60.43	-6.47	59.11	-72.81	75.17	-48.22	14.04	-46.94	-48.06	-5.05	13.15	-36.77	53.61	-9.2	3.11	-3.96	-21.9	-0.77	-19.22	16.05	34.52	-0.07	-54.32	2.56	-28.64	-26.79	-38.4	-5.58	-54.31	-11.28	-2.3	-94.52	-2	-68.07	6.22	-8.97	-59.07	7.24	-32.8	-36.39	-26.93	51.59	17.28	-2.02	46.25	2.49	29.53	-0.11	-93.18	-68.48	-19.32	50.64	-47.61	-8.4	-22.45	-61.63	-3.07	35.84	-16.29	84.3	8.32	-29.26	37.18	-11.95	-96.17	-52.75	2.51	25.7	-49.39	-15.45	-8.71	58.29	-54.45	13.73	-8.9	81.53	67.8	-10.96	-47.5	-13.71	-99.29	-25.21	12.58	-42.29	4.33	-19.2	-5.34	-4.28	-0.15	-58.88	-8.95	0.14	-33.77	9.98	8.9	-36.46	34.11	-53.23	-100	1.24	79.16	99.94	-36.22	13.15	-11.75	8.64	-10.3	48.7	-51.5	15.13	100	13.97	40.42	-27.19	43.2	56.44	-13.07	-45.34	-7.01	-16.63	-23.89	-44.68	-5.32	13.44	-12.52	55.21	-13.25	-31.29	-75.68	12.14	35.81	52.27
x90	-24	-20.16	45.79	-43.91	25.39	78.04	54.21	18.8	54.31	59.26	1.64	-22.24	-39.52	17.87	-43.59	-67.12	-9.9	49.49	5.5	27.99	-2.79	6.13	-0.13	-1.47	12.69	28.66	-4.95	-96.32	10.57	84.22	-67.98	7.13	-25.28	74.71	-75.29	-9.83	-7.97	-10.96	-3.89	44.26	-30.54	19.65	77.02	24.83	47.86	32.12	-58.3	91.78	10.88	45.93	-25.43	3.43	-37.43	7.22	-93.35	54.66	-96.79	14	16.99	48.11	47.02	37.46	4.97	51.59	29.39	6.44	6.11	3.55	73.69	6.38	-5.41	-22.21	-22.97	4.85	91.58	-11.79	-67.03	-32.89	-48.07	-45.38	12.56	78.45	-48.4	56.65	-2.18	-33.17	3.95	-88.17	-40.15	25.25	-35.66	-19.82	38.46	-9.73	-37.86	60.77	14.1	-76.38	56.05	50.25	-22.03	-58.07	24.22	-46.88	83.81	5.44	14.78	22.7	-25.37	12.29	-10.05	53.67	28.21	37.81	8.14	-63.89	-47.38	1.11	-42.35	1.55	-61.62	-42.54	42.82	-73.71	31.92	59.22	8.13	30.53	3.33	85.61	-100	-6.19	16.6	-64.61	-65.05	24.78	10.2	7.69	14.95	38.32	-35.89	36.9	-25.57	-41.2	-38.22	3.42	3.62	-1.68	38.64	-1.88	22.33	62.41	-100	32.19	21.68	76.9	-22.76	-6.21	84.5	-20.28	6.88	-3.25	76.79	21.87	-27.69	-19.22	29	92.24	-35.77	86	-16.71	14.85	65.07	35.62	19.33	-40.46	-18.74	100	26.57	-43.08
x91	-53.62	-43.39	95.27	-1.84	28.42	-7.4	-23.96	-71.59	-84.94	-21.62	13.4	46.74	-3.87	51.62	54.52	12.28	-53.73	15.12	-24.21	71.74	-23.22	13.4	84.38	25.06	14.44	12.71	-70.72	42.58	51.99	55.95	-33.12	-19.22	-56.25	-3.76	-53.09	-9.1	64.54	10.18	44.55	9.8	-57.04	-8.61	-24.14	8.04	-56.97	13.64	-36.62	5.11	56.9	-13.03	-34.03	78.28	42.92	-84.28	-88.03	36.73	23.06	-16.01	13.15	63.03	33.79	50.18	-39.93	37.46	0.89	49.08	-18.19	-99.96	99.15	-53.92	-13.41	-0.84	-30.54	-5.95	-51.98	44.24	-18.88	-11.54	-14.98	-100	-56.52	-32.77	28.51	9.78	10.21	-65.88	-49.3	41.09	19.47	-8.07	-39.85	31.91	98.34	44.54	-11.35	85.81	-10.32	35.7	12.75	-67.87	-13.02	-29.23	-11.09	-19.65	-15.84	-0.85	18.79	-63.58	7.46	-49.91	24.21	-57.3	13.88	0.15	25.7	63.81	-17.53	-27.59	-42.35	41.33	-84.57	-26.5	23.4	-25.53	38.6	0.08	87.27	23.61	20.03	-23.19	-25.8	-39	11.58	38.8	58.4	-57.45	36.42	4.03	-8.95	-0.71	42.03	-8.42	0.87	59.25	-46.8	13.81	-3.05	2.68	5.88	-29.2	0.83	48.49	-2.79	-71.43	2.72	60.58	54.7	8.42	42.08	-9.42	23.59	37.17	8.98	-9.67	-45.55	-17.66	31.42	-28.33	-26.94	-6.22	44.66	20.16	39.52	7.45	74.42	18.73	32.65	76.05	36.51	-32.45
x92	47.45	-59.07	5.36	-96.32	22.16	-44.27	-57.02	-53.53	85.62	-44.45	-73.97	2.12	-39.52	18.63	-3.75	-27.82	23.03	-24.93	38.12	-5.01	-22.77	10.76	52.77	-10.51	2.54	-20	-69.79	-92.98	48.25	47.37	26.35	15.28	31.07	100	-25.4	47.92	68.5	-42.38	-0.88	13.43	16.44	59.48	27.29	8.04	10.1	-96.02	-83.6	-0.39	-28.22	24	-8.7	37.61	35.92	-89.21	1.62	100	-6.69	-86.33	6.74	-34.74	33.21	-59.94	50.91	-58.83	-35.24	-8.32	-21.89	6.36	-50.91	-19.4	31.33	42.83	10.9	-5.95	6.66	33.54	-31.09	-11.54	87.16	4.15	35.05	-0.1	-52.26	-2.24	-25.03	-42.86	51.08	25.78	-18.3	-60.83	-27.67	24.06	31.69	-17.83	15.81	-66.01	15.13	-2.55	47.33	-33.18	-46.71	21.01	-50.13	45.65	-19.85	64.31	5.23	-43.4	26.28	-57.79	13.27	53.67	27.02	32.26	-27.37	3.14	-6.06	73.7	-4.13	42.75	-0.89	-46.32	-19.02	68.58	10.97	-16.59	31.32	9.28	13.61	-59.88	93.25	14.2	36.29	23.84	34.53	33.99	13.34	25.9	-41.57	2.35	-10.54	55.96	0.87	-55.9	-27.19	-27.05	55.6	-52.79	10.81	11.31	24.99	-100	-98.79	2.07	41	27.9	-17.12	-2.16	-62.72	-13.26	9.57	30.28	-77.29	-32.02	-4.68	-37.15	-93.12	-1.76	-30.88	6.35	97.64	-24.03	9.36	-1.33	28.22	4.84	36.02	-54.29	-17.96	-23.22
x93	-24	13.03	35.87	-5.97	52.12	65.93	-9.4	-0.06	-68.41	-82.79	-13.19	19.02	-25.84	-25.54	17.6	-9.38	-34.69	33.94	22.88	24.84	35.77	-29.42	-23.09	39.72	21.38	-47.67	100	4.42	-12.66	-62.76	100	-19.37	-71.58	7.74	91.2	-46.3	-62.13	-44.76	-12.02	16.36	-63.3	29.02	-45.99	41.15	25.41	-35.38	33.21	0.15	44.59	-57.49	-18.33	-3.7	56.48	18.01	10.67	-32.3	50.27	-13.56	1.13	26.5	35.8	23.52	42.08	10.7	-5.4	-34.75	-61.71	-85.08	-0.89	-42.75	35.35	-88.52	9.01	-17.69	91.58	17.27	50.26	12.53	-49.84	14.73	14	-15.55	-69.38	-40.87	-10.68	-25.19	-68.65	20.87	-5.23	13.2	44.52	-33.62	4.41	47.56	23.09	7.41	-14.49	-29.43	54.9	-28.11	-29.56	-35.02	-28.39	18.02	27.16	-5.1	67.97	-21.88	12.74	67.07	-29.36	-26.46	28.21	3.31	4.49	-73.61	6.67	-85.61	-3.57	23.4	-20.94	-42.54	42.82	-73.71	-22.91	-44.07	-5.76	20.74	-0.81	54.21	20.25	-58.13	-76.9	-22.75	49.15	-75.92	93.87	-85.36	88.19	40.74	21.44	-50.44	31.6	-0.04	19.7	16.52	45.12	-4.87	-85.39	13.75	-33.32	18.16	-89.58	-4.66	75.11	-32.32	-12.15	44.28	-68.75	-20.86	23.77	9.9	64.36	72.38	37.01	-8.97	-5.45	-24.74	6.04	-49.01	31.78	-19.14	19	17.07	34.69	-10.19	28.64	-21.38	8.56	-9.87
x94	-23.75	-40.57	-33.1	-99.96	-46.83	-35.82	-1.72	92.02	-7.68	-25.11	-19.95	36.91	-46.81	25.89	-33.32	19.71	31.61	-68.49	-42.48	-11.43	8.58	-10.97	82.77	97.1	71.46	42.28	-24.67	21.35	-21.9	-3.79	58.68	10.35	43.42	-17.59	-32.49	19.39	-32.37	45.74	32.83	42.64	29.32	11.87	-26.34	15.55	24.52	21.86	-83.6	-1.45	-1.55	31.24	-44.6	9.44	-20.97	42.45	-4.35	44.79	-70.77	-53.74	-5.71	-9.89	-10.75	-30.33	48.23	38.01	-100	-6.85	26.52	52.03	3	54.86	6.86	21.25	45.91	-70.93	0.58	33.54	-58.66	-9.97	17.98	38.95	-2.33	-81.21	-14.36	-6.75	7.51	51.91	33.83	-88.75	-8.56	-4.66	37.05	37.56	-46.38	19.63	51.14	-30.25	-53.29	39.71	66.78	-18.77	-10.16	0.77	-4.14	-28.73	50.92	-26.42	-1.82	-48.11	39.21	-49.74	-42.52	-12.03	25.19	-8.52	22.44	45.18	-6.12	4.41	-19.99	15.11	11.81	-5.09	-8.65	42.22	23.9	0.78	-19.62	5.47	26.52	-13.93	9.83	-55.19	66.45	-12.81	-6.36	-33.34	-21.41	-16.82	-10.54	-35.81	15.74	30.51	-64.62	0.55	-44.51	9.25	-40.14	-15.07	-21.28	19.49	-26.03	-17.4	-63.01	-32.48	-17.33	27.9	11.03	50.36	-28.11	64.68	28.83	-100	-31.48	47.63	78.95	23.06	-72.19	-6.61	1.4	-3.72	-20.02	9.41	43.26	-8.71	88.81	51.97	-44.94	-38.08	49.2	15.2
x95	-16.33	-18.06	-0.74	50.21	-81.99	-22.64	68.8	4.05	5.05	34.69	17.74	94.83	16.12	-22.37	4.43	-31.49	94.64	44.97	-7.75	6.28	6.02	7.72	-28.7	-70.1	21.37	53.76	31.07	40.36	0.48	8.43	3.12	-59.11	-0.1	-53.51	-39.59	-9.78	-28.4	-71.43	40.22	-32.74	-8.75	11.67	-17.64	-57.4	17.4	99.1	-66.19	18.67	-20.94	48.8	-5.94	-47.69	-33.85	-11.3	70.66	-40.42	50.5	14.93	-3.23	30.17	22.18	-27.54	25.44	-39.94	25.58	-47.65	-32.46	-14.48	-31.97	23.05	7.71	-3.16	8.76	-65.03	-28.71	-28.56	62.95	-22.69	3.98	19.38	45.75	5.72	28.31	38.7	28.26	43.34	100	-11.63	-21.29	-16.85	-30.98	-0.48	13.89	-16.34	-52.49	8.46	56.3	-24.92	-9.4	-27.58	-61.43	55.29	-47.84	27.31	-24.23	-6.83	53.19	8.32	7.76	36.61	99.14	-22.03	-73.92	10.57	-49.68	1.16	1.84	-35.6	26.4	-44.07	46.74	62.5	-1.71	81.04	30.28	50.1	-9.88	35.92	-25.31	-56.77	43.64	-95.13	43.94	-100	26.64	-21.22	76.97	-95.12	-15.77	-27.44	9.63	66.34	32.05	-13.22	30.55	43.37	57.92	15.73	-37.03	-21.63	-46.35	47.89	73.42	4.77	66.1	-65.44	38.14	-51.29	-30.7	-17.96	30.82	-8.34	-25.77	-27.75	50	20.85	-8.4	0.87	-42.1	87.48	43.93	-16.91	-34.17	14.83	12.16	39.19	-33.04	16.41	-91.48	-100
x96	62.41	5.8	-34.42	-100	-41.96	46.5	-11.15	46.94	47.52	3.12	-25.97	-0.98	35.72	-0.88	21.3	33	36.34	-24.93	-6.55	17.63	-38.69	-9.07	1.37	88.79	44.68	86.75	-8.34	-92.98	0.4	47.37	26.73	2.56	6.94	11.07	-25.47	-28.58	30.06	28.9	-48.13	-13.03	-25.5	-47.69	-53.61	8.04	58.33	-79.43	37.71	65.41	-60.43	31.24	-15.55	30.75	-27.78	-40.9	1.62	-6	-77.9	11.35	94.74	9.72	-48.02	23.84	-47.59	-42.42	30.54	-14.46	2.81	10.96	-34.55	35.78	-60.3	-5.52	-77.55	96.33	-38.6	-27.36	82.6	96.7	39.96	8.64	-9.6	-24.63	21.9	2	-11.18	5.56	-32.8	-22.48	37.72	49.71	-86.08	52.98	53.74	-5.89	21.33	88.17	27.59	-17.94	-8.56	64.32	63.56	55.29	-82.92	57.54	-12.17	64.31	11.9	-16.96	21.69	7.59	-17.32	53.67	-25.56	-10.51	62.3	-40.64	-39.01	66.64	33.19	-23.08	-77.24	-79.65	-85.7	-14.12	14.45	-28.64	-16.52	-39.72	71.4	57.53	9.83	-61.17	4.77	6.74	5.5	48.95	20.91	8.98	19.64	13.71	82.67	100	0.87	27.45	-46.98	-61.47	90.25	-75.63	-19.12	62.84	2.93	35.03	32.84	-60.4	-26.94	-67.9	100	11.16	-94.8	19.53	81.74	92.57	54.31	-32.24	14.81	51.71	-53.71	-19.84	4.03	-7.33	-48.16	-24.36	49.36	-53.08	16.31	55.83	-39.66	-65.55	73.6	15.2
x97	-46	-44.54	0.26	12.69	-41.96	-44.27	6.08	-71.59	-4.64	86.5	13.47	-78.19	3.34	19.93	-79.82	-17.15	-48.73	29.45	19.51	11.14	-27.06	-31.09	-77.37	-30.31	0.8	-16.12	-22.98	3.22	-0.7	26.97	-30.71	6.95	-56.25	13.97	36.97	-4.23	44.33	-7.33	44.55	15.24	11.84	-4.94	27.29	26.71	36.18	-57.32	44.75	23.53	61.11	32.98	10.06	24.07	-71.58	-47.72	-39.73	-31.44	50.12	30.33	-6.19	41.42	31.62	-15.86	55.96	-63.33	4.1	-47.18	-21.89	-9.01	29.15	3.43	31.33	20.47	23.5	72.57	-4.35	-62.87	48.7	18.41	29.03	2.45	-8.92	1.83	-29.1	-23.47	-4.57	-20.73	25.74	-94.91	-52.56	12.97	-33.01	22.48	98.34	4.79	26.76	-33.91	-68.23	-26.23	40.74	-25.6	-19.81	43	15.15	33.32	8.56	-46.69	-34.44	65.52	-50.1	55.46	-38.96	5.47	-15.9	3.23	-7.41	56.1	41.2	19.75	-62.85	-24.52	33.73	-49.06	-33.27	-32.03	-35.37	-4.36	-10.47	9.64	48.65	-22.2	-29.7	27.15	-24.17	7.84	34.53	61.32	-19.92	-95.12	-30.2	-3.58	-34.05	-12.94	37.92	-10.12	-19.66	-52.26	-42.89	32.04	-40.54	34.23	19.77	25.29	-48.53	-2.12	14.02	58.04	-51.71	12.56	44.22	-20.28	23.59	32.15	-6.6	26.35	-23	-7.01	2.43	-38.7	31.1	18.07	-56.19	10.38	-84.75	11.88	10.49	6.74	-61.45	11.87	-11.94	52.15
x98	-24	-20.73	-55.14	63.13	1.18	-44.27	36.38	-4.49	54.23	-15.58	-47.06	35.46	-21.92	-20.88	13.43	34.47	-24.28	-23.41	-58.51	-47.2	-44.38	54.16	64.21	53.16	50.86	-44.96	-6.88	16.21	-23.74	-47.71	45.68	72.92	36.27	-22.19	-3.27	11.28	-1	44.33	-51.24	0.95	-30.54	-1.9	98.96	13.37	-0.37	6.39	-89.49	-55.42	-3.15	-10.47	70.93	-10.67	22.63	-11.62	-36.35	-8.71	-54.44	23.77	22.44	5.92	26.56	-31.05	-51.08	11.05	-16.48	16.57	-21.89	3.08	-60.13	31.19	-30.14	-16.28	-30.71	-8.04	-6.84	0.88	25.37	-50.71	24.95	-5.19	-42.06	-15.57	20.02	-54.11	6.65	3.47	84.86	-10.5	21.36	-70.3	47.36	-41.93	-1.37	4.41	81.53	-36.85	0.86	15.22	22.03	-72.6	-30.36	9.36	-55.58	41.99	-36.23	31.51	-48.05	-21.21	43.21	-100	17.29	-10.48	-53.67	-3.67	-65.12	-18.3	-4.51	37.69	-58.77	-71.51	-41.97	23.23	63.44	-73.71	-28.68	-50.97	-69.81	-44.49	57.23	-35.8	-100	-61.82	26.06	49.02	34.53	-33.58	-8.67	38.55	6.85	-4.19	21.44	19.75	-46.11	15.55	30.05	-32.24	90.25	28.79	36.95	-14.2	58.82	-43.35	-1.76	57.58	-1.53	36.88	-0.26	10.35	-50.59	-5.6	26.86	50.33	-39.52	18.1	15.2	12.7	-5.29	-23.63	-64	53.43	-6.04	26.09	2.29	-57.72	-29.52	36.87	-47.44	11.47	13.27	55.09
x99	-31.55	13.91	92.01	26.8	-22.41	-55.36	8.05	-71.59	-2.26	52.13	77.28	50.36	44.11	-44.13	-13.09	-1.68	-10.72	-24.93	-23.1	89.65	21.13	-25.39	1.67	-1.37	11.38	86.75	-49.46	-38.74	2.67	47.37	-27.77	2.56	-56.25	11.55	20.83	27.99	-48.4	-5.41	44.55	-52.13	23.57	-20.45	-14.41	-11.08	-33.18	38.27	8.42	35.92	88.92	-47.41	58.3	-35.19	-56.15	0.79	1.62	47.79	24.9	-10.7	30.48	-32.74	-29.93	23.84	55.71	-3.53	-29.1	-30.24	5.96	-85.08	54.28	15.53	39.78	38.64	-77.55	-77.37	22.57	-35.67	-59.38	32.74	-70.04	-22.33	16.26	67.16	69.03	16.99	-37.41	87.29	-100	-6.21	-5.23	12.97	-6.21	-33.62	59.23	-52.91	-27.67	0.59	-6.08	70.15	-17.48	11.11	2.3	6.91	48.09	50.01	-2.42	64.31	-57.67	69.76	-100	43.89	86.1	39.61	-80.53	3.31	100	24.81	69.6	66.64	-14.49	8.12	-71.58	25.06	-42.13	10.87	-100	30.79	-75.11	28.89	-14.96	-4.97	15.85	4.2	40.54	-19.2	-7.24	-4.28	21.47	29	7.55	13.93	-11.84	27.18	100	-4.83	0.8	-28.86	-52.06	-8.25	66.27	18.48	56.47	-55.74	-89.58	6.17	-18.9	32.39	-51.5	-3.91	-31.19	39.87	23.59	-37.19	56.83	-41.93	-65.22	-77.09	37.78	19.35	31.1	-6.73	-46.22	8.58	-84.75	-8.21	-34.31	36.35	2.47	-33.37	-35.3	-39.53
x100	17.4	-13.51	73.4	23.02	-41.96	-49.45	42.34	-48.22	38.52	-34.2	-61	20.62	7.01	49.74	7.45	-32.23	-3.34	-75.68	19.58	-16.41	-77.79	-50.26	-18.87	-29.78	64.88	86.75	20.9	20.37	-35.46	-100	-36.83	-31.75	36.29	-32.34	-40.55	-38.55	39.37	39.58	-37.41	-48.85	-21.21	-18.57	9.71	-30.32	25.08	-11.14	-68.82	-83.93	-34.8	62.31	24.42	74.37	-16.3	-76.01	-5.22	16.73	-12.72	-3.69	31.67	40.04	-21.45	71.86	41.6	0.77	17	75.15	-0.6	-15.54	19.24	-15.63	63.07	40.14	-15.69	6.95	-15.37	12.71	52.33	-7.34	41.8	39.27	19.43	1.93	-47.44	-9.84	-16.85	-57.7	-28.35	-11.63	9.06	34.95	-35.52	18.97	24.57	1.74	-12.92	-5.63	-28.68	38.99	-34.08	16.18	-22.03	-2.18	-6.65	28.34	0.91	-34	19.4	-5.92	28.94	27.73	22.39	45.76	69.49	-35.96	-31.22	-9.1	-27.49	66.64	19.62	21.41	-20.41	-7.01	-23.92	-33.87	65.65	-9.56	-3.5	30.53	18.79	38.68	-18.01	10.75	18.41	3.23	-18.99	-32.11	79.63	-95.12	-89.47	-25.11	-22.04	-87.06	20.27	6.72	-21.12	3.42	11.9	-3.99	74.23	-4.69	-14.68	19.91	41.56	28.79	72.22	68.52	96.8	-45.35	-21.21	43.23	-43.2	-21.22	6.04	2.48	4.52	36.33	51.1	62.15	-13.92	-25.87	-48.4	25.99	-27.36	29.03	15.82	-39.81	-7.49	-64.95	36.65	50.26
x101	87.58	17.1	-42.96	-23.65	-44.76	-17.07	0.77	44.79	85.62	-40.16	-100	9.2	28.93	20.97	3.99	-0.31	9.67	-24.93	33.55	-44.36	-51.47	22.9	-36.42	-20.13	35.51	-18.39	-38.12	-63.92	14.61	47.37	63.41	-61.05	6.36	-4.32	-53.92	-5.01	18.92	56.57	24.28	29.8	5.51	25.95	-14.97	8.03	-18.52	-85.88	-9.55	-54.6	35.7	13.41	-98.37	-1.53	-19.19	-82.78	1.62	-26.3	-25.08	15.28	-0.32	-26.15	-45.09	-30.62	-10.72	-100	-3.79	-30.96	-43.78	0.42	-26.41	-33.72	-7.05	-11.8	-46.87	23.56	-3.33	48	-4.37	-91.32	87.16	31.45	27.59	-75.31	-23.55	-54.56	2.28	-41.6	3.57	-14.08	53.66	37.64	71.24	-20.22	-48.64	35.96	75.08	-17.93	48.57	100	-5.22	5.96	-3.13	-41.46	-13.33	43.91	-49.85	43.11	-35.65	-25.27	68.19	-52.86	0.14	-28.26	1.05	34.33	-11.98	-32.21	-2.24	-0.35	-27.86	42.2	6	-26.46	-89.06	43.58	-36.91	-60.73	-40.33	-31.71	80.47	44.49	65.56	35.49	6.88	-40.8	45.76	1.48	-10.35	-99.35	40.45	43.41	30.43	3.18	-2.02	-47	-13.05	-21.02	17.42	79.05	59.18	-29.12	55.8	-79.51	-26.3	-67.41	-8.62	-14.84	-72.29	-38.6	-56.78	77.7	36.76	-8.41	0.96	-39.6	20.62	-24.12	-41.29	-2.76	3.88	34.21	-1.76	21.89	-33.31	50.52	14.25	34.38	-27.25	6.06	-19.17	10.08
x102	-1.74	-18.06	21.5	23.04	-45.23	-41.54	-40.37	67.32	-17.67	-2.63	-13.59	-48.24	-49.67	-7.16	-40.64	22.01	-88.69	-27.83	18.99	23.06	38.03	-7.01	32.42	47.15	12.53	54.38	28.67	-8.39	64.34	-28.04	2.12	-45.7	7.48	66.02	20.84	27.99	59.12	16.45	40.22	8.06	-17.7	61.34	-28.87	3.31	-28.04	52.21	-6.39	0.44	40	-57.89	42.87	-32.5	-41.57	4.66	-21.44	18.28	-29.6	-29.79	13.84	-32.74	40.98	-34.02	-20.83	26.77	53.06	42.45	43.93	-85.08	1.8	-31.93	49.21	-15.68	35.19	16.51	-2.42	-1.12	-59.38	10.13	-20.39	27	-19.7	56.18	-38.24	-15.67	23.9	-0.47	8.44	33.46	27.74	29.46	-2.48	-10.77	3.02	6.09	17.52	-63.24	-54.7	41.39	36.86	1.36	-25.79	57.48	-47.84	13.2	-2.42	-11.32	28.92	21.72	-26.5	-19.17	59.43	-40.67	8.96	8.05	20.7	93.69	-2.56	-6.43	13.85	45.72	-7.27	-0.02	37.33	-58.13	-36.08	-26.71	-33.84	-69.24	-55.07	-4.97	-6.38	43.11	45.69	-100	62.48	-2.04	-2.09	33.99	-13.08	-34.86	-0.58	-36.92	55.05	-28.06	-46.37	68.39	53.46	-50.78	-44.17	-62.11	64.1	-12.43	16.12	-18.51	-5.38	-34.26	-7.03	73.73	8.74	28.83	-0.32	41.82	23.65	-24.57	-69.74	8.05	9.6	18.76	-78.06	47.14	-0.68	41.89	15.92	14.83	20.4	-65.94	-47.46	10.93	4.87	-8.9
